id,name,password,image,phone,price,car,date,house,sumphone,sumhouse,mesphone,mescar,mesday,mesmonth,meshouse,double_num,mean_duo_af,category,positive_resultphone,negative_resultphone,positive_resultcar,negative_resultcar,total_positive
780,User_780,25jft7,shiba.jpg,0991143470,300,กช7360,23/7,21/79,38,,เลข ๓ ดาวอังคาร และเลข ๘ ดาวราหู เมื่อมาอยู่คู่กัน ให้ระวังการถูกอำนาจความลุ่มหลงโมหะจริตเข้าครอบงำ หากตกอยู่ใต้อิทธิพลเลขนี้ เจ้าชะตามักเจ้าอารมณ์ ยึดถือเอาความคิดตนตัวเองเป็นใหญ่ไม่ฟังคำใคร มีแนวโน้มจะพัวพันกับผู้มีอิทธิพล นักเลงอันธพาล หรืออาจจะลุ่มหลงไปในเรื่องบางเรื่องมากเกินไป ควรหมั่นทำบุญ เจริญสติ ตั้งสติให้อยู่ในทางดี เลข ๓๘ ส่งอิทธิพลให้เจ้าชะตา มักมีอุปนิสัยใจกล้า กล้าได้กล้าเสีย เป็นคนคิดไวทำไว แก้ปัญหาได้ดีทันสถานการณ์ มักทำอะไรคล่องแคล่วว่องไว มีความสามารถสูง หาเงินเก่ง แต่ก็ใช้เก่งด้วยเช่นกัน งานที่ชอบทำ คืองานที่ต้องมีความท้าทาย,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"99,91,11,14,43,34,47,70,","พรสวรรค์ทางอำนาจจิต,การแสวงหา และความสำเร็จ,ความขัดแย้งในตัวเอง,พลังอำนาจมหัศจรรย์,อุปสรรคและความเครียด,ความรอบรู้,ความเพียรพยายาม,เผชิญเคราะห์กรรม,","ความมั่นคง,การงาน,ประมาท,ชีวิตอุปสรรค,การเงิน,การเรียน,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,",43,57,16.6666666666667,83.3333333333333,29.8333333333333
781,User_781,abc123,ninja.jpg,9904300095,750,มง861,9/3,41/07,39,,ดาวอังคารเลข ๓ และ ดาวเกตุเลข ๙ มาอยู่คู่กัน ส่งผลให้เจ้าชะตามักกดดันตนเอง ไขว่คว้าหาโอกาสไปสู่ความสำเร็จที่อยู่สูงกว่า มีความขยันหมั่นเพียร มุ่งมั่นมุมานะไปสู่เป้าหมายในชีวิต ชอบพิชิตชัยชนะในการแข่งขัน มีความกล้าหาญ กล้าคิดกล้าทำ มักจะมีมิตรสหายมาก และมิตรสนิทจะให้การเกื้อกูลได้เป็นอย่างดี ข้อด้อยคือ เจ้าชะตามักใจร้อน มุทะลุ ไม่ค่อยฟังใคร อยากได้สิ่งใดจะต้องเอามาครอบครองให้จงได้ จึงมักจะพบกับความยุ่งยากในชีวิตอยู่บ่อย ๆ เลข ๓๙ จัดเป็นเลขพลังกลางๆ ไม่ร้ายหรือดีมาก ชะตาจะขึ้นอยู่กับกรรมเก่าและกรรมปัจจุบันมากกว่า ไม่ค่อยมีส่วนเสริมพลังชีวิต,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"90,04,43,30,00,00,09,95,","พลังสิ่งศักดิ์สิทธิ์คุ้มครอง,สติปัญญา,อุปสรรคและความเครียด,การเปลี่ยนแปลงแบบฉับพลัน,ความใจได้ยาก,ความใจได้ยาก,สิ่งศักดิ์สิทธิ์คุ้มครอง,บารมีและความสำเร็จในชีวิต,","ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,",12,88,75,25,43.5
782,User_782,abc123,shiba.jpg,0990151570,195,กช7360,4/9,77/84,37,,ดาวอังคารเลข ๓ คู่กับดาวเสาร์เลข ๗ เลขคู่ของดาวบาปเคราะห์ มักส่งผลให้ชีวิตไม่สดใส ทำสิ่งใดมักมีแต่ความยากลำบาก มีอุปสรรคมาขวางกั้น ถ้าเกี่ยวข้องกับผู้ใดให้พึงระวังการทะเลาะวิวาท การขัดแย้งกัน ระวังอุบัติเหตุ และการพลัดพราก ชีวิตมีมุมหักเหขึ้นๆลงๆ ไม่ค่อยราบรื่นนัก หมั่นทำบุญ ทำจิตใจให้ผ่องใส,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"99,90,01,15,51,15,57,70,","พรสวรรค์ทางอำนาจจิต,พลังสิ่งศักดิ์สิทธิ์คุ้มครอง,ความเชื่อมั่น,ความสุขและการสนับสนุน,ความสุขสมบูรณ์,ความสุขและการสนับสนุน,ความคิดขัดแย้งในตนเอง,เผชิญเคราะห์กรรม,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,",50,50,16.6666666666667,83.3333333333333,33.3333333333333
783,User_783,258dgr,shiba.jpg,0912014878,6800,บธ3626,27/11,02/80,40,,เป็นเลขดี อิทธิพลของเลขนี้ มักส่งผลให้เจ้าชะตาเป็นผู้มีปัญญาเฉลียวฉลาด ปฏิภาณไหวพริบล้ำเลิศ แก้ปัญหาเฉพาะหน้าได้ดี ชอบการประดิษฐ์คิดค้นสิ่งใหม่ๆ เป็นนักคิดนักฝัน มักมีแนวคิดและไอเดียที่โดดเด่น จินตนาการก้าวไกล โดดเด่นในสังคม มีวาทะศิลป์ในการโน้มน้าวจิตใจคนอื่น ชอบเดินทางท่องเที่ยว เก็บเงินเก่งบริหารการเงินเป็น เหมาะกับงานวางแผนทางธุรกิจ งานด้านการตลาด หรืองานที่ต้องติดต่อสื่อสารกับคนมากๆ ,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,12,20,01,14,48,87,78,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความสำเร็จจากแรงสนับสนุน,ความเชื่อมั่น,พลังอำนาจมหัศจรรย์,การหลงผิด,ดาวคู่มิตร,ดาวคู่หูอิทธิพล,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,การเรียน,",50,50,100,0,75
784,User_784,25jft7,astronaut.jpg,0919297201,489,ขษจ427,11/1,29/51,40,,เป็นเลขดี อิทธิพลของเลขนี้ มักส่งผลให้เจ้าชะตาเป็นผู้มีปัญญาเฉลียวฉลาด ปฏิภาณไหวพริบล้ำเลิศ แก้ปัญหาเฉพาะหน้าได้ดี ชอบการประดิษฐ์คิดค้นสิ่งใหม่ๆ เป็นนักคิดนักฝัน มักมีแนวคิดและไอเดียที่โดดเด่น จินตนาการก้าวไกล โดดเด่นในสังคม มีวาทะศิลป์ในการโน้มน้าวจิตใจคนอื่น ชอบเดินทางท่องเที่ยว เก็บเงินเก่งบริหารการเงินเป็น เหมาะกับงานวางแผนทางธุรกิจ งานด้านการตลาด หรืองานที่ต้องติดต่อสื่อสารกับคนมากๆ ,"ความทุกข์และอุปสรรคในชีวิต 
 มีพลังส่งผลกระทบเรื่องการเสียทรัพย์ มีอุปสรรคในชีวิต หรือเกิดอุบัติเหตุได้ง่ายมักจะเกิดผลเสียด้านการเงิน            เหมาะสำหรับคนที่ทำอาชีพด้านเกษตรกรรม การขนส่ง อาชีพที่ต้องใช้ความอดทน หรือ โปรเจ็คต์ระยะยาว",,,,"91,19,92,29,97,72,20,01,","การแสวงหา และความสำเร็จ,ความสำเร็จ เจริญรุ่งเรือง,ความศรัทธาและจินตนาการ, ศรัทธาและความสวยงาม,ความสำเร็จรุ่งโรจน์,ชะตาแข็ง,ความสำเร็จจากแรงสนับสนุน,ความเชื่อมั่น,","การงาน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,",62,38,66.6666666666667,33.3333333333333,64.3333333333333
785,User_785,25jft7,pngtree.jpg,0991249988,849,กช7360,2/7,32/66,59,,เป็นเลขดีมาก ประสบความสำเร็จอย่างดียิ่ง ชะตาชีวิตรุ่งเรืองดี เป็นผู้มีสติปัญญาล้ำเลิศ ชอบศึกษาหาความรู้ ใจบุญ มีคุณธรรม มีบารมีเป็นที่เคารพนับถือของคนทั่วไป มักเป็นคนยึดมั่นในสิ่งศักดิ์สิทธิ์ มีสิ่งศักดิ์สิทธิ์คุ้มครอง เป็นคนมีลางสังหรณ์ดีเยี่ยม มักมีผู้ใหญ่คอยสนับสนุนและให้ความช่วยเหลือเสมอ หมายเลข ๕๙ ยังบวกได้หมายเลข ๑๔ ซึ่งเป็นเลขแห่งความสำเร็จ มักจะนำพาชีวิตไปสู่ความสำเร็จที่ยิ่งใหญ่ ทำอาชีพการงานใดก็มักจะเจริญก้าวหน้าได้อย่างรวดเร็ว คิดทำการค้าก็ร่ำรวย ดวงมีทรัพย์มีลาภยศ มีโอกาสติดต่อกับต่างประเทศ ทำธุรกิจระหว่างประเทศ หรือคบหากับคนต่างชาติต่างภาษา,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"99,91,12,24,49,99,98,88,","พรสวรรค์ทางอำนาจจิต,การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความสุข ความสำเร็จ และการสนับสนุน,มุมหักเห,พรสวรรค์ทางอำนาจจิต,ความสำเร็จที่รวดเร็ว,ความสำเร็จที่แฝงความประมาท,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,",75,25,16.6666666666667,83.3333333333333,45.8333333333333
786,User_786,devh9,ninja.jpg,0913368720,783,ศข428,16/4,53/65,39,,ดาวอังคารเลข ๓ และ ดาวเกตุเลข ๙ มาอยู่คู่กัน ส่งผลให้เจ้าชะตามักกดดันตนเอง ไขว่คว้าหาโอกาสไปสู่ความสำเร็จที่อยู่สูงกว่า มีความขยันหมั่นเพียร มุ่งมั่นมุมานะไปสู่เป้าหมายในชีวิต ชอบพิชิตชัยชนะในการแข่งขัน มีความกล้าหาญ กล้าคิดกล้าทำ มักจะมีมิตรสหายมาก และมิตรสนิทจะให้การเกื้อกูลได้เป็นอย่างดี ข้อด้อยคือ เจ้าชะตามักใจร้อน มุทะลุ ไม่ค่อยฟังใคร อยากได้สิ่งใดจะต้องเอามาครอบครองให้จงได้ จึงมักจะพบกับความยุ่งยากในชีวิตอยู่บ่อย ๆ เลข ๓๙ จัดเป็นเลขพลังกลางๆ ไม่ร้ายหรือดีมาก ชะตาจะขึ้นอยู่กับกรรมเก่าและกรรมปัจจุบันมากกว่า ไม่ค่อยมีส่วนเสริมพลังชีวิต,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"91,13,33,36,68,87,72,20,","การแสวงหา และความสำเร็จ,การเปลี่ยนแปลงทั้งดีและร้ายแบบฉับพลัน,ความฉุนเฉียว,พลังความรักและความสำเร็จ,มัวเมาอบายมุข,ดาวคู่มิตร,ชะตาแข็ง,ความสำเร็จจากแรงสนับสนุน,","การงาน,ประมาท,การเงิน,มีปัญหาด้านการเงิน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,",43,57,100,0,71.5
787,User_787,25jft7,pngtree.jpg,0916364834,260,ขนธ134,3/9,71/62,44,,เป็นเลขดี เลข ๔๔ ดาวพุธสองดวง หนุนนำให้ชีวิตมีความเจริญรุ่งโรจน์ดี โดดเด่นเรื่องมีฝีปากดี มีวาทศิลป์ พูดจาเป็นที่น่าเชื่อถือและประทับใจ ฉลาดหลักแหลม สติปัญญาดี มักมีความรู้การศึกษาดี รู้เท่าทันคนทันโลก ผู้ใหญ่ให้การสนับสนุนเสมอ จึงมักประสบความสำเร็จด้านหน้าที่การงาน ชีวิตช่วงใดมีอุปสรรคก็มักผ่านพ้นไปได้ด้วยดี เลข ๔ กับ ๔ ผลรวมได้เลข ๘ พลังจากดาวราหูอาจทำให้ใจจดใจจ่อกับสิ่งที่สนใจมากเป็นพิเศษ แต่หากเป็นสิ่งที่ดีก็จะเจริญ เพราะทุ่มเทมาก,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,16,63,36,64,48,83,34,","การแสวงหา และความสำเร็จ,ชีวิตที่ต้องฝ่าฟัน,พลังความรักและความสำเร็จ,พลังความรักและความสำเร็จ,ความสุขและความสำเร็จ,การหลงผิด,กล้าได้กล้าเสีย,ความรอบรู้,","การงาน,การเรียน,การเงิน,ความรัก,ชีวิตอุปสรรค,ปัญหาด้านความรัก,มีปัญหาด้านการเงิน,ความเครียด,",62,38,50,50,56
788,User_788,devh9,shiba.jpg,0992616259,99,บร1599,31/4,78/53,49,,เลข ๔ ดาวพุธ กับเลข ๙ ดาวเกตุ มีข้อดีคือมักมีสมองปราดเปรื่อง ไหวพริบสติปัญญาดี เป็นคนทันสมัยพร้อมกับสนใจศาสตร์ลึกลับไปพร้อมกัน เป็นเลขที่หนุนให้มีความสำเร็จได้เหมือนกัน แต่ผลรวม ๔+๙ ได้เลข ๑๓ สื่อถึงอุปสรรคที่มีเข้ามาให้แก้ไขอยู่เนืองๆ,"ความเข้มแข็งและความกล้าหาญ 
 เป็นคนที่มีพลังสูง เป็นคนลุย ๆ ถึงไหนถึงกัน มักขับรถด้วยความเร็วสูง หรือเป็นคนใจร้อนจึงต้องมีสติ            ระมัดระวังอยู่เสมอ เลขนี้เหมาะกับผู้ชายมากกว่าผู้หญิง เหมาะสำหรับคนทำงานในเครื่องแบบ ตำรวจ ทหาร หมอ เป็นต้น",,,,"99,92,26,61,16,62,25,59,","พรสวรรค์ทางอำนาจจิต,ความศรัทธาและจินตนาการ,รสนิยมสูง,บุคลิกซ้อน,ชีวิตที่ต้องฝ่าฟัน,ความลุ่มหลง,ความสำเร็จที่ต้องฝ่าฟัน,พลังความสำเร็จและสิ่งศักดิ์สิทธิ์คุ้มครอง,","ความมั่นคง,การงาน,การเงิน,ความรัก,การเรียน,",87,13,100,0,93.5
789,User_789,abc123,ninja.jpg,0991207297,999,บธ3626,12/11,33/51,46,,เป็นเลขดีเลขหนึ่ง เจ้าชะตามักแวดล้อมไปด้วยมิตรสหายที่ดี มีคนรักใคร่ มีเพื่อนมากและสามารถพึ่งพาเพื่อนได้ ชีวิตมีแนวโน้มประสบความสำเร็จดี การงานเจริญก้าวหน้า การค้าขายมีกำไรดี การเรียนจะได้ผลสำเร็จอย่างดีเยี่ยม ชีวิตมีความสุข และมักจะมีโชคดีอยู่บ่อยๆ สติปัญญาแจ่มใส มักเป็นคนมีรสนิยมสูง มีเสน่ห์ ไม่ชอบหยุดนิ่งอยู่กับที่ ชอบแสวงหาสิ่งใหม่ๆ ,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"99,91,12,20,07,72,29,97,","พรสวรรค์ทางอำนาจจิต,การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความสำเร็จจากแรงสนับสนุน,ความทุกข์โศก,ชะตาแข็ง, ศรัทธาและความสวยงาม,ความสำเร็จรุ่งโรจน์,","ความมั่นคง,การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,",50,50,100,0,75
790,User_790,devh9,charizard.jpg,0910314537,350,กช7360,12/1,42/67,33,,เลข ๓๓ ดาวอังคารสองดวง พลังแห่งการต่อสู้แข่งขันของดาวอังคารจึงเพิ่มขึ้นถึงสองเท่า มักส่งผลให้เจ้าชะตาเป็นคนที่มีอารมณ์ฉุนเฉียวรุนแรง ทำอะไรตามอำเภอใจ ขาดความยับยั้งชั่งใจ มุทะลุ ดุดัน ขี้หงุดหงิด โมโหร้าย มักเป็นคนเลือดร้อน มีปากเสียงกับผู้อื่นได้ง่าย มีเรื่องการขัดวาจากันเสมอ โอกาสเกิดอุบัติเหตุมีสูงเนื่องจากความใจร้อน เป็นคนที่ซีเรียสจริงจังกับความรักมากเกินไป และเป็นลักษณะรุนแรงมากด้วย เป็นคนชอบเสี่ยงไม่ระมัดระวัง,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,10,03,31,14,45,53,37,","การแสวงหา และความสำเร็จ,อุปสรรคของชีวิต,ความกล้าหาญ,ความไม่แน่นอนของโชคชะตา,พลังอำนาจมหัศจรรย์,ความสำเร็จและความมั่นคง,เลขให้คุณปานกลาง,อุปสรรคที่ขวางกั้น,","การงาน,ประมาท,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,การเงิน,การเรียน,มีปัญหาด้านการเงิน,",50,50,16.6666666666667,83.3333333333333,33.3333333333333
791,User_791,devh9,charizard.jpg,0912083461,7500,ขนธ134,26/5,10/71,34,,เลข ๓ ดาวอังคาร คู่กับเลข ๔ ดาวพุธ เป็นคนที่มีสติปัญญาดี ปฏิภาณไหวพริบว่องไว ตัดสินใจรวดเร็ว มีความรู้รอบตัวมาก สนใจใฝ่ศึกษาหาความรู้ เป็นบุคคลกล้าหาญ กล้าพูดกล้าทำ เป็นคนเปิดเผย ชีวิตมักจะประสบความสำเร็จได้อย่างดี แม้ชีวิตจะพบอุปสรรคมากมาย แต่ก็สามารถเอาตัวรอดไปได้ด้วยสติปัญญาของตัวเองเสมอ แต่ข้อเสียคือมักเป็นคนดื้อรั้น ไม่ฟังใคร และควรระมัดระวังโรคเกี่ยวกับระบบประสาทและสมอง เลขนี้ไม่ร้ายอะไรมากนัก เจ้าชะตาควรหมั่นทำบุญ เจริญสมาธิ มีสติ ไม่ประมาทก็จะช่วยได้,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,12,20,08,83,34,46,61,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความสำเร็จจากแรงสนับสนุน,ความลุ่มหลวง มัวเมา,กล้าได้กล้าเสีย,ความรอบรู้,ความสุขและความสำเร็จ,บุคลิกซ้อน,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,การเรียน,",37,63,50,50,43.5
792,User_792,25jft7,astronaut.jpg,0919111149,69000,ขนธ134,18/1,30/83,36,,เป็นเลขดีมาก มักมีความสุขสมหวัง ทั้งด้านการงานและความรัก การงานมีโอกาสก้าวหน้าโดดเด่น ทำงานในตำแหน่งใหญ่โต ถ้าเป็นธุรกิจก็มักจะเจริญรุ่งเรืองดี หาทรัพย์เก่ง มักจะประสบความสำเร็จร่ำรวย การเรียนรู้การศึกษาดี และจะเด่นมากในเรื่องความรัก มักจะมีโชคดีเรื่องความรัก เป็นที่นิยมชมชอบ ถ้าเป็นเลขชื่อของแบรนด์หรือกิจการก็มักจะได้รับความนิยม ได้รับความร่วมมือจากคนรอบข้างอย่างดี เป็นผู้ที่สร้างความประทับใจให้คนรอบข้างเสมอ มีมิตรสหายมาก,"อายุยืนและสิ่งศักดิ์สิทธิ์คุ้มครอง 
 ส่งเสริมให้เกิดความคล่องแคล่วในทุก ๆ ด้าน ไม่ว่าจะเป็นด้านการงาน การเงิน ความมั่นคั่ง มั่นคง อายุยืน สิ่งศักดิ์สิทธิ์คุ้มครองตลอดเวลา เหมาะกับทุก ๆ คน            เพราเป็นเลขดี เลขมงคล",,,,"91,19,91,11,11,11,14,49,","การแสวงหา และความสำเร็จ,ความสำเร็จ เจริญรุ่งเรือง,การแสวงหา และความสำเร็จ,ความขัดแย้งในตัวเอง,ความขัดแย้งในตัวเอง,ความขัดแย้งในตัวเอง,พลังอำนาจมหัศจรรย์,มุมหักเห,","การงาน,ประมาท,ชีวิตอุปสรรค,การเงิน,การเรียน,",62,38,50,50,56
793,User_793,abc123,astronaut.jpg,0991264198,900,กฉว488,22/2,13/15,49,,เลข ๔ ดาวพุธ กับเลข ๙ ดาวเกตุ มีข้อดีคือมักมีสมองปราดเปรื่อง ไหวพริบสติปัญญาดี เป็นคนทันสมัยพร้อมกับสนใจศาสตร์ลึกลับไปพร้อมกัน เป็นเลขที่หนุนให้มีความสำเร็จได้เหมือนกัน แต่ผลรวม ๔+๙ ได้เลข ๑๓ สื่อถึงอุปสรรคที่มีเข้ามาให้แก้ไขอยู่เนืองๆ,"สติปัญญาและความน่าเชื่อถือ 
 มีพลังส่งเสริมด้านสติปัญญา เรื่องการศึกษา เป็นคนใจเย็น ดูน่าเชื่อถือ เหมาะสำหรับทุกคนแต่จะเด่นกับคนที่ต้องอาศัยเครดิต            ความไว้วางใจ หรืองานที่ใช้ความรู้เชิงลึก และคนที่ทำงานด้านการศึกษาศาลยุติธรรม หมอ พยาบาล ครู อาจารย์ การค้าขายที่ต้องใช้ความรู้ความเชี่ยวชาญ",,,,"99,91,12,26,64,41,19,98,","พรสวรรค์ทางอำนาจจิต,การแสวงหา และความสำเร็จ,คนสองบุคลิก,รสนิยมสูง,ความสุขและความสำเร็จ,พลังอำนาจมหัศจรรย์,ความสำเร็จ เจริญรุ่งเรือง,ความสำเร็จที่รวดเร็ว,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,การเรียน,",87,13,66.6666666666667,33.3333333333333,76.8333333333333
794,User_794,devh9,ninja.jpg,0916450282,403,บบ7623,21/3,32/32,37,,ดาวอังคารเลข ๓ คู่กับดาวเสาร์เลข ๗ เลขคู่ของดาวบาปเคราะห์ มักส่งผลให้ชีวิตไม่สดใส ทำสิ่งใดมักมีแต่ความยากลำบาก มีอุปสรรคมาขวางกั้น ถ้าเกี่ยวข้องกับผู้ใดให้พึงระวังการทะเลาะวิวาท การขัดแย้งกัน ระวังอุบัติเหตุ และการพลัดพราก ชีวิตมีมุมหักเหขึ้นๆลงๆ ไม่ค่อยราบรื่นนัก หมั่นทำบุญ ทำจิตใจให้ผ่องใส,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"91,16,64,45,50,02,28,82,","การแสวงหา และความสำเร็จ,ชีวิตที่ต้องฝ่าฟัน,ความสุขและความสำเร็จ,ความสำเร็จและความมั่นคง,คุณธรรมและความสามารถ,ความจินตนาการ,ความแปรปรวน,ราหูอมจันทร์,","การงาน,การเรียน,ความรัก,การเงิน,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,",75,25,66.6666666666667,33.3333333333333,70.8333333333333
795,User_795,25jft7,astronaut.jpg,9912102937,2000,บบ7623,19/10,30/31,43,,เลข ๔ ดาวพุธ กับเลข ๓ ดาวอังคาร เป็นผู้มีปฏิภาณไหวพริบดี แก้ไขปัญหาเก่ง มีมนุษยสัมพันธ์ดี เข้ากับคนง่าย แต่มีข้อด้อยคือ เป็นคนคิดมาก เครียดง่าย ทุกข์ใจง่าย ไม่ค่อยไว้ใจใคร และอาจมีศัตรูลอบกลั่นแกล้งอยู่เบื้องหลังเสมอ เลข ๔ กับเลข ๓ บวกกันได้เลข ๗ ดาวเสาร์ ชีวิตจึงมักเหน็ดเหนื่อย ต้องต่อสู้ฝ่าฟันกับอุปสรรคที่มีเข้ามา ,"การเจรจา การติดต่อและการค้าขาย 
 มีพลังส่งเสริมด้านการพูด การเจรา การติดต่อสื่อสาร การประสานงาน ประชาสัมพันธ์            เหมาะสำหรับคนที่ทำงานด้านการติดต่อสื่อสาร ไม่ว่าจะเป็นนักพูด นักร้อง พิธีกรนักเขียน ผู้สื่อข่าว นักประชาสัทพันธ์  หรืออาชีพใด ๆ ก็ตาม ที่ต้องเน้นการเจราต่อรอง",,,,"91,12,21,10,02,29,93,37,","การแสวงหา และความสำเร็จ,คนสองบุคลิก,ความพลิกผัน,อุปสรรคของชีวิต,ความจินตนาการ, ศรัทธาและความสวยงาม,ความสำเร็จที่รุ่มร้อน,อุปสรรคที่ขวางกั้น,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,การเรียน,",37,63,66.6666666666667,33.3333333333333,51.8333333333333
